0,-0.15437863767147064
1,-0.6514832973480225
2,-1.1588364839553833
3,-1.168110966682434
4,-0.9781525731086731
5,-0.747507631778717
6,-0.583402156829834
7,-0.5350854396820068
8,-0.6073570847511292
9,-0.793907880783081
10,-1.0631026029586792
11,-1.4397587776184082
12,-1.974152684211731
13,-2.682035207748413
14,-3.5111501216888428
15,-4.021420478820801
16,-3.9523606300354004
17,-3.6652982234954834
18,-3.2834062576293945
19,-2.929114580154419
20,-2.6752939224243164
21,-2.5348222255706787
22,-2.426712989807129
23,-2.3876101970672607
24,-2.4251716136932373
25,-2.5554609298706055
26,-2.769601345062256
27,-2.966454029083252
28,-3.167156934738159
29,-3.3845889568328857
30,-3.636431932449341
31,-3.939879894256592
32,-4.321479797363281
33,-4.780534267425537
34,-5.194602012634277
35,-5.57128381729126
36,-5.882288932800293
37,-6.137301445007324
38,-6.354497909545898
39,-6.533658504486084
40,-6.546695709228516
41,-6.475500583648682
42,-6.349707126617432
43,-6.236195087432861
44,-6.196104049682617
45,-6.258354663848877
46,-6.309401988983154
47,-6.406672477722168
48,-6.558904647827148
49,-6.807470798492432
50,-7.202900409698486
51,-7.559758186340332
52,-7.880011081695557
53,-8.14952278137207
54,-8.377456665039062
55,-8.332338333129883
56,-8.088238716125488
57,-7.7643280029296875
58,-7.511946201324463
59,-7.534635066986084
60,-7.932580471038818
61,-8.868427276611328
62,-9.992781639099121
63,-11.117637634277344
64,-12.022804260253906
65,-12.57878589630127
66,-0.15947720408439636
67,-0.6565251350402832
68,-1.1079983711242676
69,-1.2788493633270264
70,-0.1594758927822113
71,-0.2003324031829834
72,-0.1458599716424942
73,-0.07071970403194427
74,-0.03302135691046715
75,-0.06298675388097763
76,-0.17110076546669006
77,-0.314777135848999
78,-0.4965752959251404
79,-0.7458915710449219
80,-1.0989152193069458
81,-1.6128982305526733
82,-2.373019218444824
83,-3.4493026733398438
84,-4.938986778259277
85,-6.978610515594482
86,-8.924017906188965
87,-9.44632625579834
88,-8.978175163269043
89,-7.98489236831665
90,-6.75363826751709
91,-5.460176944732666
92,-4.229611873626709
93,-3.1715164184570312
94,-2.2186131477355957
95,-1.3450343608856201
96,-0.5878944396972656
97,0.10430908203125
98,0.8629289865493774
99,1.6785426139831543
100,2.635052442550659
101,3.6991708278656006
102,4.839148044586182
103,5.942497730255127
104,6.7843852043151855
105,7.24738883972168
106,7.34700345993042
107,7.143852233886719
108,6.808839321136475
109,6.265020370483398
110,5.648724555969238
111,4.895044803619385
112,3.9913063049316406
113,3.0394299030303955
114,2.0109827518463135
115,1.0478676557540894
116,0.10642679780721664
117,-0.8031541109085083
118,-1.637907862663269
119,-2.5215260982513428
